EquipmentID,Age,UsageHours,MaintenanceHistory,Temperature,Pressure,VibrationLevel,OperatorExperience,FailureHistory,Location,Environment,Failure
1009,5,21494,0,67.01,98.66,6.59,6,8,Section A,Humid,Yes
1010,2,5119,6,47.94,121.82,5.95,20,0,Section B,Humid,No
1011,7,39369,2,139.85,269.32,4.4,2,6,Section D,Normal,No
1012,11,24547,7,64.33,149.08,7.5,18,3,Section B,Normal,No
1013,11,28344,6,30.61,299.3,8.65,29,0,Section D,Dry,No
1014,24,4946,12,93.65,214.98,0.91,3,6,Section C,Humid,Yes
1015,17,20916,16,91.53,61.63,6.41,7,1,Section D,Humid,No
1016,21,20629,2,74.9,146.68,7.15,18,3,Section A,Humid,No
1017,5,26804,15,78.03,247.93,4.44,21,4,Section D,Humid,No
1018,22,29337,10,48.57,142.28,0.66,23,5,Section A,Humid,No
1019,6,16811,1,58.46,144.1,4.45,25,4,Section A,Dry,Yes
1020,16,30590,12,83.25,136.04,8.74,9,1,Section D,Humid,Yes
1021,8,15201,9,146.38,132.34,1.7,3,2,Section C,Humid,No
1022,6,44434,13,147.42,98.49,3.71,26,2,Section D,Normal,No
1023,22,44413,8,31.33,97.37,7.45,20,9,Section C,Humid,No
1024,27,29261,18,137.83,248.52,8.76,12,5,Section A,Humid,Yes
1025,11,20961,2,77.22,203.89,9.15,23,8,Section D,Normal,Yes
1026,5,12274,18,79.69,118.33,7.8,18,6,Section C,Dry,Yes
1027,8,868,11,66.71,245.67,5.98,17,0,Section C,Humid,Yes
1028,7,33999,13,134.32,198.9,3.56,1,8,Section A,Dry,Yes
1029,8,39615,3,79.43,169.25,4.92,5,1,Section B,Humid,No
1030,29,4619,15,20.74,204.59,0.18,23,4,Section C,Normal,No
1031,18,31392,9,141.6,126.03,3.57,23,5,Section D,Normal,No
1032,27,47623,2,146.63,235.29,7.28,6,1,Section C,Normal,Yes
1033,27,34293,9,76.21,109.05,6.59,5,8,Section C,Humid,No
1034,23,34251,3,76.7,189.18,0.18,28,1,Section C,Normal,Yes
1035,7,34278,14,22.28,261.03,5.52,5,4,Section C,Humid,Yes
1036,5,19214,19,46.23,180.68,0.17,14,3,Section C,Dry,No
1037,6,8593,2,35.62,176.84,3.7,18,2,Section B,Humid,Yes
1038,14,1843,16,123.42,211.97,9.91,6,1,Section D,Normal,Yes
1039,25,20900,11,87.01,128.48,4.15,23,9,Section C,Humid,No
1040,29,15511,4,57.61,297.28,8.94,7,4,Section B,Dry,Yes
1041,19,15026,16,140.2,225.34,0.26,16,4,Section C,Dry,No
1042,10,34927,7,104.0,133.96,7.23,29,0,Section B,Normal,Yes
1043,27,29123,13,141.76,208.59,4.62,14,4,Section B,Humid,No
1044,28,47228,14,53.05,269.51,5.51,24,6,Section A,Humid,Yes
1045,15,22354,7,132.64,260.61,9.93,27,3,Section B,Normal,Yes
1046,7,41720,16,131.13,286.19,3.12,12,5,Section C,Dry,No
1047,8,45410,19,136.63,88.5,8.63,24,1,Section B,Dry,No
1048,11,20817,12,126.27,129.57,9.17,17,3,Section B,Normal,No
1049,3,10287,5,124.8,286.22,3.05,13,9,Section D,Normal,Yes
1050,11,46129,0,130.37,212.89,0.57,16,1,Section C,Normal,No
1051,21,27170,13,136.47,279.12,7.88,27,9,Section A,Humid,No
1052,25,26262,9,75.09,113.71,9.34,25,0,Section C,Humid,No
1053,15,1406,17,48.47,235.51,4.83,24,2,Section C,Dry,No
1054,11,36376,17,29.38,178.78,8.76,5,6,Section D,Dry,Yes
1055,19,39765,5,55.77,212.69,2.29,18,8,Section C,Dry,No
1056,27,2651,16,132.18,191.57,7.59,28,3,Section B,Humid,Yes
1057,19,4654,3,149.62,232.82,7.06,9,7,Section A,Dry,No
1058,15,40882,16,75.0,101.39,5.32,17,0,Section C,Dry,Yes
1059,3,31127,1,80.84,293.9,3.26,11,8,Section A,Humid,No
1060,10,26954,3,71.05,177.58,2.58,23,5,Section C,Humid,No
1061,14,47429,16,91.62,255.03,7.22,12,3,Section B,Normal,Yes
1062,29,38873,14,82.14,55.07,5.75,4,2,Section B,Dry,No
1063,5,40351,3,108.92,87.88,8.65,19,9,Section B,Dry,No
1064,19,34692,0,55.71,133.29,8.22,5,9,Section D,Humid,No
1065,14,22852,19,72.39,227.38,1.84,7,2,Section B,Humid,Yes
1066,26,31332,7,72.34,127.2,2.22,23,7,Section A,Normal,No
1067,28,43785,8,61.43,244.16,9.44,11,7,Section B,Normal,Yes
1068,12,42768,9,123.77,82.87,3.83,25,8,Section A,Humid,Yes
1069,10,25834,11,90.24,160.99,5.52,25,0,Section B,Dry,Yes
1070,6,9839,6,92.8,129.78,4.29,18,0,Section C,Normal,Yes
1071,12,26365,4,51.35,74.58,5.69,12,3,Section D,Humid,Yes
1072,21,37357,7,75.12,231.33,6.79,6,6,Section D,Normal,No
1073,23,29995,17,64.8,269.49,3.71,1,3,Section B,Dry,No
1074,4,16021,12,138.01,268.73,3.38,8,9,Section B,Dry,No
1075,19,43516,8,24.92,116.53,8.47,17,6,Section C,Dry,No
1076,8,45507,4,42.75,291.78,6.22,20,3,Section B,Normal,No
1077,1,13721,9,105.87,250.16,8.55,21,9,Section A,Humid,Yes
1078,16,37619,6,98.65,109.77,8.7,4,6,Section C,Dry,Yes
1079,2,45398,15,112.91,269.2,1.7,17,9,Section B,Humid,No
1080,9,47551,1,25.9,97.81,8.03,28,5,Section A,Humid,No
1081,6,44064,9,134.73,87.05,9.01,5,1,Section D,Normal,Yes
1082,7,1574,9,141.03,270.0,4.44,22,8,Section C,Normal,Yes
1083,2,25571,12,121.64,281.12,5.1,9,7,Section A,Normal,No
1084,26,10761,1,42.72,163.12,3.82,21,7,Section D,Humid,Yes
1085,2,46499,4,122.55,213.32,1.59,16,3,Section B,Humid,No
1086,22,910,3,61.15,130.07,5.38,26,4,Section B,Dry,No
1087,13,19299,10,39.76,241.27,4.04,13,2,Section D,Normal,No
1088,24,29128,13,30.54,259.3,8.25,1,4,Section C,Humid,No
1089,21,11061,19,26.13,100.19,4.91,4,2,Section C,Normal,Yes
1090,18,3295,14,129.5,223.25,9.57,5,6,Section D,Dry,No
1091,27,9713,4,129.6,271.69,7.39,24,9,Section B,Dry,Yes
1092,28,37027,11,24.31,241.91,2.4,24,1,Section B,Normal,Yes
1093,8,44066,16,113.03,248.25,4.09,20,1,Section C,Dry,Yes
1094,6,27711,1,53.03,107.55,6.17,25,4,Section B,Dry,Yes
1095,11,7720,1,48.96,256.5,1.43,4,2,Section A,Humid,Yes
1096,13,43156,16,93.06,177.0,5.13,9,5,Section A,Normal,Yes
1097,22,9771,0,79.53,52.99,8.7,15,9,Section A,Dry,Yes
1098,14,10844,4,44.59,216.95,1.83,1,6,Section D,Normal,No
1099,10,11701,12,20.74,243.98,0.94,5,1,Section D,Dry,No
1100,13,35834,16,61.93,245.45,5.02,26,9,Section C,Humid,No
1101,20,25306,10,72.71,283.24,8.92,3,0,Section B,Normal,No
1102,1,1539,19,81.78,71.47,7.06,21,3,Section D,Humid,Yes
1103,25,20371,19,73.07,96.96,5.79,10,5,Section A,Humid,No
1104,3,31599,11,69.45,281.55,1.83,16,0,Section C,Normal,No
1105,24,25373,19,145.23,237.66,7.45,21,5,Section A,Dry,Yes
1106,14,38486,6,139.59,154.27,6.78,21,8,Section A,Dry,Yes
1107,7,8038,4,70.86,84.6,9.58,1,0,Section C,Normal,Yes
1108,2,29113,10,142.38,259.31,1.33,26,7,Section B,Dry,Yes
1109,7,13669,8,31.33,127.7,3.37,27,5,Section D,Dry,No
1110,7,45371,10,21.65,258.49,4.89,4,9,Section A,Humid,No
1111,5,2411,5,63.01,189.31,6.44,15,3,Section A,Humid,No
1112,27,8392,17,44.09,184.23,4.75,1,4,Section C,Normal,No
1113,19,4324,14,111.58,200.66,3.95,21,2,Section D,Dry,No
1114,19,25440,16,101.41,154.93,3.76,12,6,Section A,Humid,No
1115,20,24648,11,146.68,77.5,1.05,21,7,Section B,Dry,Yes
1116,15,12689,18,118.01,196.45,4.15,25,3,Section A,Humid,Yes
1117,8,47463,4,71.32,155.41,2.59,16,0,Section D,Humid,Yes
1118,8,47787,4,54.95,164.79,2.98,5,2,Section A,Humid,Yes
1119,23,46908,6,27.09,200.07,0.13,9,3,Section C,Humid,No
1120,22,43891,3,54.35,85.5,0.46,29,5,Section A,Dry,Yes
1121,19,130,0,43.7,109.86,2.92,20,9,Section C,Dry,Yes
1122,26,45288,16,129.08,121.84,1.99,8,1,Section D,Humid,Yes
1123,28,29710,10,62.36,144.29,5.62,14,9,Section A,Normal,No
1124,25,15088,3,108.88,74.35,5.18,15,1,Section C,Normal,Yes
1125,25,21286,17,104.23,89.1,8.56,6,8,Section B,Normal,No
1126,1,2646,10,27.71,113.76,0.71,9,7,Section C,Dry,Yes
1127,6,49745,17,22.93,223.68,6.9,10,4,Section D,Normal,Yes
1128,7,27037,17,77.86,217.65,9.1,7,2,Section B,Normal,Yes
1129,26,11295,3,140.35,52.29,6.23,28,8,Section D,Humid,No
1130,18,40785,0,103.11,67.66,8.52,9,7,Section C,Humid,Yes
1131,12,38218,4,131.4,174.75,5.78,17,2,Section D,Dry,No
1132,25,3022,17,25.72,156.27,7.8,10,2,Section D,Normal,No
1133,24,29254,16,69.19,123.57,0.76,5,2,Section D,Dry,No
1134,4,37556,1,27.65,175.17,1.75,19,0,Section D,Humid,No
1135,25,42179,3,64.33,99.99,0.99,24,2,Section A,Dry,No
1136,25,19069,19,56.94,83.79,9.13,25,9,Section D,Dry,No
1137,17,5106,18,139.79,67.42,5.73,23,7,Section B,Humid,No
1138,14,515,17,126.36,67.94,3.48,12,3,Section D,Normal,No
1139,1,48863,10,124.83,99.42,5.37,21,2,Section A,Normal,No
1140,15,29799,12,23.24,247.76,0.19,8,5,Section C,Dry,No
1141,4,1601,14,86.02,250.65,6.96,14,7,Section C,Humid,Yes
1142,14,31821,10,32.64,278.12,2.7,4,6,Section A,Humid,Yes
1143,7,9972,0,132.54,215.31,2.54,9,6,Section D,Dry,Yes
1144,10,12212,16,78.78,143.97,2.52,18,9,Section D,Normal,Yes
1145,25,7986,10,32.63,82.14,3.17,18,1,Section C,Humid,Yes
1146,11,4977,9,147.87,104.78,6.67,10,1,Section D,Humid,No
1147,21,29810,11,57.45,159.91,6.26,7,3,Section A,Humid,Yes
1148,16,37232,14,45.96,112.31,5.99,6,2,Section C,Normal,No
1149,18,29061,4,93.39,128.77,3.11,15,8,Section B,Normal,Yes
1150,23,30056,8,82.98,286.03,7.52,24,5,Section D,Dry,No
1151,2,32215,12,55.68,146.49,9.83,23,6,Section D,Normal,No
1152,4,16041,5,115.85,88.27,6.32,29,8,Section C,Normal,Yes
1153,5,49170,0,57.63,136.51,5.39,10,2,Section D,Dry,No
1154,24,33891,7,64.86,59.56,1.83,13,4,Section A,Dry,Yes
1155,20,41792,14,111.0,204.18,0.88,16,3,Section D,Normal,Yes
1156,18,142,4,94.28,230.16,2.33,23,9,Section A,Dry,Yes
1157,9,45636,4,57.54,150.86,4.91,9,5,Section B,Dry,Yes
1158,16,16477,16,139.96,187.81,2.93,6,7,Section A,Normal,No
1159,14,23931,17,113.45,268.47,9.85,14,0,Section B,Normal,Yes
1160,6,48020,12,59.29,101.42,6.21,17,3,Section D,Humid,No
1161,17,3136,6,132.15,91.16,3.44,24,9,Section A,Humid,Yes
1162,20,16741,0,60.66,114.67,7.4,11,7,Section D,Normal,Yes
1163,18,24965,15,146.83,104.84,2.28,28,5,Section D,Normal,No
1164,26,10305,4,138.04,268.84,9.11,7,5,Section B,Dry,No
1165,7,4642,15,72.14,61.44,4.92,1,8,Section C,Humid,Yes
1166,16,4065,2,106.2,71.08,5.17,29,0,Section A,Dry,No
1167,26,45734,10,89.62,285.15,2.34,29,3,Section D,Humid,Yes
1168,11,17715,8,126.18,148.09,0.27,29,4,Section A,Humid,Yes
1169,17,7149,11,132.11,173.87,9.91,2,0,Section D,Dry,No
1170,12,4594,14,101.94,195.02,7.53,20,4,Section A,Humid,Yes
1171,14,13904,10,92.23,245.6,7.88,19,3,Section C,Dry,No
1172,28,11480,12,64.12,228.01,3.37,12,1,Section A,Normal,Yes
1173,25,47882,5,137.0,143.12,6.01,24,4,Section B,Dry,No
1174,24,19606,13,98.8,250.43,3.91,12,3,Section A,Dry,No
1175,20,45042,4,28.78,236.64,0.25,17,0,Section A,Humid,No
1176,28,42430,18,106.91,269.73,8.0,10,8,Section B,Normal,No
1177,12,5623,15,47.68,112.97,0.18,1,3,Section D,Normal,No
1178,15,3754,12,38.38,73.73,5.44,18,3,Section B,Humid,Yes
1179,15,14269,13,148.18,76.45,5.26,3,6,Section A,Dry,No
1180,28,12066,3,136.55,186.19,3.62,17,6,Section D,Normal,No
1181,6,5566,5,114.61,115.5,0.26,2,7,Section D,Normal,Yes
1182,8,34840,6,96.32,61.2,6.33,2,9,Section D,Normal,No
1183,20,43249,17,70.06,259.2,7.1,5,0,Section C,Humid,Yes
1184,2,33520,18,61.14,265.61,0.2,25,3,Section D,Normal,No
1185,3,47281,6,63.75,141.71,3.32,18,1,Section B,Humid,Yes
1186,13,36151,9,78.84,82.82,5.39,24,8,Section D,Normal,No
1187,6,23055,16,64.46,112.16,9.74,16,1,Section D,Normal,No
1188,6,18570,0,49.22,219.41,5.56,5,4,Section B,Normal,No
1189,18,48549,5,138.6,221.94,8.3,21,6,Section D,Dry,No
1190,2,1971,11,118.65,225.46,4.45,13,0,Section B,Dry,No
1191,10,13621,16,103.35,263.78,0.41,1,2,Section A,Normal,No
1192,26,28959,16,77.55,270.98,3.32,16,3,Section A,Dry,No
1193,20,34308,4,124.56,297.35,4.4,8,2,Section D,Humid,No
1194,5,26052,16,40.93,138.31,5.11,6,5,Section B,Humid,Yes
1195,29,15762,13,38.11,278.16,2.67,11,0,Section D,Normal,No
1196,7,16192,3,144.03,210.5,4.44,12,8,Section B,Dry,No
1197,12,9053,4,142.51,80.59,3.97,13,4,Section B,Dry,Yes
1198,6,40764,7,106.9,198.3,1.6,9,6,Section D,Normal,No
1199,20,22531,5,80.53,144.75,7.21,7,0,Section D,Dry,No
1200,21,18029,7,135.65,68.46,3.38,18,6,Section A,Humid,Yes
1201,10,17328,4,116.17,111.78,3.21,2,1,Section C,Dry,Yes
1202,24,2150,13,119.94,228.24,0.86,20,1,Section C,Normal,No
1203,15,41759,19,104.58,137.0,9.24,9,0,Section A,Normal,No
1204,12,11450,0,139.83,211.36,6.71,2,1,Section D,Humid,No
1205,26,3380,16,60.43,277.19,7.45,12,6,Section B,Dry,Yes
1206,2,37184,2,54.63,197.59,7.04,14,8,Section B,Dry,Yes
1207,6,12547,4,96.45,288.3,1.68,5,7,Section A,Normal,No
1208,12,8163,19,65.58,135.83,1.38,23,8,Section C,Normal,Yes
1209,28,42373,7,27.35,269.07,9.46,8,0,Section A,Normal,Yes
1210,16,17354,7,145.06,290.86,0.26,12,4,Section B,Dry,No
1211,13,1090,17,137.46,179.51,8.85,3,4,Section C,Dry,Yes
1212,28,2648,5,21.35,140.92,9.19,21,4,Section C,Dry,No
1213,17,5807,8,132.86,137.74,5.58,18,6,Section A,Humid,No
1214,6,19640,11,87.32,156.05,3.79,20,6,Section A,Humid,Yes
1215,10,761,17,85.66,215.2,5.98,7,7,Section B,Humid,No
1216,2,37433,19,41.76,159.66,5.48,15,0,Section B,Humid,Yes
1217,14,14936,9,45.57,240.73,9.76,17,0,Section D,Normal,Yes
1218,27,45029,12,56.52,222.6,3.57,7,5,Section B,Normal,No
1219,26,17706,8,92.3,131.29,5.99,25,4,Section D,Dry,Yes
1220,24,26505,1,82.76,251.45,5.29,2,6,Section D,Normal,No
1221,1,1436,4,55.91,239.48,1.79,21,6,Section B,Normal,No
1222,2,45956,0,124.78,204.51,8.76,14,8,Section B,Humid,No
1223,7,19476,0,65.71,96.72,2.15,4,1,Section B,Normal,No
1224,10,26687,4,45.59,176.55,6.09,11,9,Section A,Dry,Yes
1225,24,3967,11,73.76,163.18,3.62,6,6,Section B,Normal,Yes
1226,16,45921,8,111.77,54.98,8.49,13,4,Section C,Dry,Yes
1227,19,26393,17,62.08,297.88,8.5,11,1,Section A,Normal,No
1228,26,40130,3,61.41,227.05,1.51,12,0,Section C,Humid,No
1229,16,18055,9,35.05,142.47,9.53,1,0,Section B,Normal,Yes
1230,25,9433,5,33.21,194.26,1.54,1,0,Section A,Humid,No
1231,12,27894,6,58.08,272.66,4.6,9,1,Section D,Humid,No
1232,15,21481,6,113.55,59.48,7.01,9,1,Section B,Normal,Yes
1233,4,2053,4,89.92,114.69,4.12,10,6,Section B,Dry,No
1234,8,3179,2,127.24,286.97,5.59,5,7,Section C,Humid,Yes
1235,10,21993,14,113.38,53.93,9.96,4,9,Section B,Normal,Yes
1236,6,9996,8,102.9,195.27,2.65,13,0,Section A,Normal,No
1237,28,41170,15,38.56,184.14,7.65,18,8,Section A,Humid,Yes
1238,21,982,17,138.95,295.0,6.62,16,1,Section A,Normal,No
1239,29,19801,18,23.86,157.5,9.48,25,1,Section D,Normal,No
1240,25,23410,11,144.48,293.94,1.09,24,3,Section A,Dry,Yes
1241,2,8441,13,124.45,52.92,2.75,15,6,Section D,Normal,Yes
1242,28,32743,12,52.8,134.87,7.68,29,2,Section C,Dry,Yes
1243,16,12985,3,148.11,117.27,8.2,14,6,Section B,Normal,Yes
1244,12,17269,16,78.28,86.56,7.19,18,4,Section C,Dry,No
1245,25,49232,19,124.6,298.96,1.6,28,4,Section D,Dry,Yes
1246,21,35022,8,141.18,293.04,3.37,5,1,Section A,Dry,No
1247,23,20091,8,84.69,86.01,2.32,8,4,Section C,Normal,Yes
1248,23,9542,1,100.6,180.81,7.67,24,1,Section B,Normal,No
1249,18,1468,11,105.11,73.87,8.95,6,9,Section C,Normal,No
1250,13,9911,17,95.85,80.96,6.17,11,7,Section D,Humid,No
1251,8,11402,17,44.13,227.29,1.65,29,2,Section A,Dry,Yes
1252,9,16572,4,57.95,266.76,8.7,18,2,Section D,Dry,No
1253,26,18720,14,33.94,201.18,4.41,11,1,Section D,Humid,No
1254,9,40369,10,76.64,78.14,1.83,17,3,Section B,Humid,No
1255,9,18369,14,44.09,256.44,6.24,19,9,Section C,Dry,Yes
1256,7,41615,17,42.78,265.81,0.93,9,2,Section C,Humid,No
1257,20,49483,12,35.0,190.03,6.03,9,7,Section A,Humid,No
1258,5,4991,14,75.02,154.22,9.72,1,1,Section B,Humid,No
1259,25,35201,1,32.04,151.95,5.98,22,0,Section A,Dry,No
1260,14,11414,1,114.84,215.24,8.58,26,0,Section B,Normal,Yes
1261,25,48004,16,137.01,278.79,8.67,15,9,Section D,Humid,Yes
1262,18,26677,3,60.73,276.93,1.75,29,0,Section D,Dry,No
1263,26,38783,8,129.12,246.27,6.73,1,2,Section B,Humid,No
1264,21,41544,15,96.56,138.49,5.39,10,7,Section C,Dry,No
1265,13,7208,0,72.76,150.75,0.55,5,0,Section D,Humid,No
1266,14,12102,6,125.59,231.75,1.94,16,1,Section A,Normal,No
1267,15,19353,2,122.42,223.16,1.78,9,7,Section D,Dry,No
1268,29,276,11,142.24,279.56,6.24,23,3,Section B,Normal,Yes
1269,23,19539,4,142.28,248.06,1.66,17,2,Section D,Normal,No
1270,6,23658,2,110.64,294.65,3.11,9,8,Section A,Dry,Yes
1271,15,14035,11,138.63,105.38,1.17,15,2,Section C,Dry,Yes
1272,6,21585,9,27.13,280.65,0.71,6,6,Section B,Humid,No
1273,12,37903,13,44.67,293.51,9.97,22,1,Section D,Humid,No
1274,28,927,17,59.8,276.31,4.02,3,8,Section D,Humid,No
1275,17,17046,16,123.06,85.29,5.07,18,7,Section C,Dry,Yes
1276,2,30800,11,25.59,285.35,0.46,22,6,Section B,Dry,No
1277,23,6214,10,118.53,239.45,1.69,25,8,Section C,Dry,Yes
1278,4,45961,18,107.17,140.44,6.03,15,1,Section B,Normal,No
1279,27,25253,17,134.12,163.84,4.06,4,1,Section C,Dry,No
1280,24,37332,16,26.14,66.24,6.16,24,3,Section A,Normal,Yes
1281,29,27687,6,100.79,153.1,3.17,5,4,Section A,Humid,No
1282,18,23725,19,32.98,111.83,4.97,16,3,Section A,Normal,No
1283,8,42182,13,27.33,229.85,9.11,1,9,Section A,Humid,Yes
1284,14,22814,11,143.18,191.23,6.21,24,5,Section B,Humid,No
1285,9,23877,15,48.91,283.51,7.15,16,2,Section A,Dry,Yes
1286,26,16227,11,44.59,204.75,9.26,28,3,Section A,Normal,No
1287,26,25377,0,133.71,244.47,7.18,21,8,Section A,Humid,No
1288,17,26378,13,60.63,253.17,6.51,6,1,Section C,Dry,Yes
1289,16,19278,13,130.14,66.83,8.55,23,1,Section A,Normal,Yes
1290,16,6306,13,107.12,255.2,6.96,23,0,Section C,Dry,No
1291,12,48899,18,44.65,90.96,6.06,15,8,Section B,Normal,No
1292,27,44536,0,87.54,105.05,2.48,1,9,Section D,Humid,No
1293,22,9912,9,105.92,175.44,0.36,22,4,Section D,Dry,Yes
1294,20,33757,16,113.97,166.51,4.27,15,4,Section C,Humid,No
1295,22,33095,12,82.65,288.45,8.21,17,4,Section A,Humid,No
1296,24,49266,12,66.16,161.57,5.28,29,6,Section B,Normal,Yes
1297,29,24804,3,143.35,155.16,0.93,9,1,Section B,Humid,No
1298,8,42752,19,74.27,255.14,4.46,14,8,Section B,Normal,No
1299,24,1217,3,109.97,123.44,6.09,28,2,Section C,Humid,No
1300,11,45911,8,128.82,249.77,2.45,16,3,Section B,Dry,Yes
1301,3,40438,5,41.95,111.36,0.93,13,0,Section A,Dry,Yes
1302,20,6020,15,82.78,151.3,5.62,26,0,Section B,Humid,Yes
1303,12,42462,9,91.77,278.31,0.97,17,4,Section B,Dry,No
1304,13,11177,16,94.11,168.21,0.22,20,9,Section D,Normal,Yes
1305,5,41746,6,39.37,282.73,7.43,6,0,Section D,Normal,No
1306,6,42010,7,23.37,144.5,4.64,5,4,Section D,Humid,Yes
1307,18,629,1,106.46,71.88,0.51,10,8,Section A,Normal,Yes
1308,25,3626,3,100.78,240.74,6.01,7,0,Section B,Dry,Yes
1309,12,31341,18,111.03,112.05,0.23,28,3,Section B,Normal,Yes
1310,16,8266,15,49.0,237.14,3.33,4,7,Section D,Dry,Yes
1311,1,11653,1,63.9,194.04,1.8,3,4,Section A,Humid,Yes
1312,12,32453,10,94.15,293.65,4.01,2,6,Section D,Humid,Yes
1313,24,26302,4,27.5,156.47,0.24,5,5,Section A,Dry,No
1314,15,42534,19,46.84,273.7,9.72,8,8,Section C,Dry,Yes
1315,19,20970,13,134.5,230.94,1.57,21,5,Section D,Dry,Yes
1316,14,38997,11,40.05,86.3,9.59,7,3,Section C,Normal,Yes
1317,5,31602,19,41.34,228.06,5.11,14,2,Section D,Humid,No
1318,16,3146,5,113.74,209.39,0.77,17,8,Section A,Dry,No
1319,11,5126,14,134.85,294.47,8.81,15,5,Section C,Dry,No
1320,12,37784,9,146.22,164.27,4.2,7,2,Section A,Dry,No
1321,6,35940,15,128.72,188.86,1.55,9,2,Section C,Normal,No
1322,29,34289,10,112.61,227.39,2.78,5,5,Section C,Dry,Yes
1323,10,17238,15,135.21,202.02,3.01,21,8,Section C,Humid,No
1324,16,44236,19,85.16,203.86,6.12,2,8,Section B,Humid,No
1325,23,7511,13,57.88,162.94,9.72,16,1,Section D,Humid,Yes
1326,21,19773,15,113.62,242.76,1.94,5,2,Section B,Normal,Yes
1327,5,8697,1,72.88,52.38,2.21,23,4,Section B,Humid,No
1328,22,23607,9,68.92,89.34,9.7,4,0,Section A,Dry,No
1329,12,24353,1,75.35,262.97,2.28,20,7,Section C,Dry,No
1330,1,27015,4,101.26,282.74,2.38,20,1,Section A,Dry,Yes
1331,5,48582,7,137.3,234.67,9.92,14,5,Section A,Humid,Yes
1332,12,11601,8,143.76,89.31,6.58,7,0,Section C,Normal,No
1333,16,35315,16,105.06,194.93,3.14,11,9,Section C,Humid,No
1334,6,11625,18,24.68,119.95,2.5,2,0,Section C,Dry,No
1335,5,30969,15,72.97,190.46,4.83,5,4,Section C,Dry,Yes
1336,20,13546,9,36.88,101.22,3.27,16,6,Section A,Humid,Yes
1337,19,47170,1,92.57,84.31,0.19,1,9,Section B,Dry,Yes
1338,8,16372,9,71.41,98.15,0.79,6,2,Section B,Humid,No
1339,8,13235,7,115.88,273.23,5.44,11,2,Section A,Normal,No
1340,7,46869,10,98.15,64.5,2.7,10,1,Section B,Normal,No
1341,12,23582,0,43.77,58.72,9.43,16,2,Section B,Humid,No
1342,19,38925,8,39.96,97.66,6.98,1,6,Section C,Dry,Yes
1343,19,41739,7,33.02,191.78,9.78,16,1,Section C,Humid,No
1344,25,38641,11,116.54,72.29,8.07,20,0,Section B,Humid,Yes
1345,15,46636,15,63.18,179.85,3.2,8,2,Section C,Humid,Yes
1346,19,36439,10,77.24,230.0,7.47,11,4,Section B,Dry,No
1347,28,24115,0,75.62,185.01,4.7,22,6,Section A,Humid,No
1348,17,28056,5,105.67,241.73,5.18,2,3,Section B,Dry,No
1349,23,40683,13,25.99,179.94,5.34,4,7,Section C,Dry,No
1350,1,2494,1,66.13,72.71,6.87,2,0,Section C,Dry,No
1351,25,37079,18,32.59,217.33,3.68,6,1,Section C,Dry,Yes
1352,23,2141,15,26.3,131.87,7.86,22,1,Section D,Normal,Yes
1353,3,44958,1,30.62,179.99,1.82,22,6,Section A,Normal,No
1354,28,11947,0,74.77,298.7,3.64,25,0,Section A,Humid,Yes
1355,21,28202,17,110.22,118.67,6.79,12,9,Section D,Humid,Yes
1356,23,6434,11,80.19,255.28,8.47,21,7,Section B,Dry,No
1357,29,37298,8,51.81,191.07,8.58,22,8,Section C,Dry,No
1358,1,30522,1,104.66,278.92,3.43,5,5,Section D,Humid,Yes
1359,26,14784,4,46.27,277.66,4.27,5,2,Section D,Dry,No
1360,23,47678,17,69.22,228.59,2.7,28,7,Section A,Humid,Yes
1361,14,43038,19,143.75,126.13,6.24,14,2,Section D,Humid,No
1362,22,32238,3,127.82,287.78,3.8,26,8,Section C,Normal,Yes
1363,13,18092,4,138.76,258.85,9.28,15,4,Section D,Humid,No
1364,4,34565,16,40.57,291.66,3.57,5,9,Section B,Dry,Yes
1365,1,40196,4,100.7,292.5,6.8,21,3,Section A,Humid,Yes
1366,10,6349,17,60.29,160.05,6.7,15,6,Section C,Normal,No
1367,7,20992,7,126.14,74.46,4.99,3,1,Section B,Normal,No
1368,20,2737,9,79.09,176.45,0.31,12,5,Section C,Dry,Yes
1369,6,16861,14,115.74,80.38,3.0,27,0,Section B,Dry,No
1370,18,13463,14,60.52,172.62,7.1,1,6,Section B,Dry,No
1371,13,2398,10,28.92,187.23,4.16,19,7,Section C,Dry,Yes
1372,2,21065,18,117.78,194.24,0.79,8,7,Section B,Dry,Yes
1373,11,21130,6,98.27,52.26,8.99,7,3,Section B,Dry,No
1374,27,20176,13,132.66,264.09,5.9,12,9,Section B,Humid,No
1375,7,7330,12,35.03,164.59,0.92,14,3,Section A,Dry,Yes
1376,17,37980,11,146.05,226.92,0.56,11,2,Section B,Humid,Yes
1377,15,29539,2,138.69,77.47,1.05,15,0,Section A,Humid,Yes
1378,23,41150,15,104.83,236.27,9.99,5,8,Section B,Normal,Yes
1379,11,8245,11,88.32,160.34,2.89,22,6,Section B,Normal,No
1380,2,37510,13,71.89,235.19,7.06,3,7,Section D,Humid,No
1381,11,29813,11,32.28,281.41,1.76,5,2,Section B,Humid,No
1382,14,2422,3,140.74,232.73,2.68,1,3,Section C,Dry,Yes
1383,9,40286,6,45.37,203.72,0.17,14,3,Section C,Dry,Yes
1384,13,31679,4,66.42,226.64,8.58,11,2,Section D,Dry,Yes
1385,23,48357,14,44.15,235.04,9.92,20,6,Section C,Dry,No
